Crop,2021-22,,2022-23,,"Percentage changes over
previous year"
,"Yield per
acre
(Maund)","Yield per hector
(M. ton)","Yield per
acre
(Maund)","Yield per hector
(M. ton)",
Total Wheat,37.40,3.449,40.04,3.693,(+) 7.07%
