38,Meherpur,65.69,17,21.42,117.13,0,0.00,30.70,27,28.99,30.70,27,28.99
39,Narail,226.39,69,72.94,44.90,112.15,0.00,206.57,225,339.88,323.70,337,339.88
40,Satkhira,1859.83,242,240.64,179.67,57,0.00,399.86,392,454.22,444.76,449.13,454.22
4,Khulna Division,4.50,858,868.36,0,201.85,13.01,4566.72,4689.08,4738.85,4746.39,"4890.9
3","4751.8
6"
41,Jamalpur,4,5,5.00,0,0,0.00,11,12,14.00,11,12,14.00
42,Mymensingh,1.07,10,10.00,0,0,0.00,6,9,10.00,6,9,10.00
43,Netrokona,4,4,6.00,0,0,0.00,10,12,17.00,10,12,17.00
44,Sherpur,13.57,3.57,4.00,0,0,0.00,7,9,10.00,7,9,10.00
5,"Mymensingh
Division",7.98,22.57,25.00,0,0,0.00,34,42,51.00,34,42,51.00
45,Bogura,6.10,7.98,13.89,0,0,0.00,40.56,21.52,77.88,40.56,21.52,77.88
46,Joypurhat,24.33,6.24,6.29,0,0,0.00,32.74,32.59,29.88,32.74,32.59,29.88
47,Naogaon,4.30,24.33,23.72,0,0,0.00,47.40,59.22,60.66,47.40,59.22,60.66
48,Natore,0.32,4.18,20.03,0,0,0.00,27.12,28.45,59.73,27.12,28.45,59.73
49,Chapai Nawabganj,8.97,0.35,0.36,0,0,0.00,3.10,1.89,2.02,3.10,1.89,2.02
50,Pabna,15.69,8.99,9.23,0,0,0.00,77,82.99,85.90,77,82.99,85.90
51,Rajshahi,4.89,17.77,17.67,13.00,0,0.00,82.43,84.59,70.89,82.43,84.59,70.89
52,Sirajganj,72.58,5.70,6.03,13,11,0.00,36.20,37.67,51.23,49.20,48.67,51.23
6,Rajshahi Division,5.47,75.54,97.22,0,11,0.00,346.55,348.92,438.19,359.55,359.92,438.19
53,Dinajpur,0.79,4,3.57,0,0,0.00,11.69,12,11.86,11.69,12,11.86
54,Gaibandha,4.46,4.55,4.91,0,0,0.00,0.95,1,1.24,0.95,1,1.24
55,Kurigram,3.07,3.88,3.14,0,0,0.00,17.78,18.27,16.89,17.78,18.27,16.89
56,Lalmonirhat,4.52,3.35,3.65,0,0,0.00,7.16,8,8.51,7.16,8,8.51
57,Nilphamari,20.36,4.74,4.94,0,0,0.00,18.19,40.37,42.75,18.19,40.37,42.75
58,Panchagar,6.10,24.75,24.80,0,0,0.00,135,122,119.17,135,122,119.17
59,Rangpur,0.84,8.97,8.98,0,0,0.00,16.02,16.49,17.84,16.02,16.49,17.84
60,Thakurgaon,45.61,1,0.91,0,0,0.00,4.40,4.50,4.60,4.40,4.50,4.60
7,Rangpur Divison,0.00,55.24,54.90,0,0,0.00,211.19,222.63,222.86,211.19,222.63,222.86
61,Habiganj,7.02,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
62,Moulvibazar,277.00,7.26,9.97,0,0,0.00,28.68,28.35,30.30,28.68,28.35,30.30
63,Sunamganj,2.75,331,333.00,0,0,0.00,26,118,55.00,26,118,55.00
64,Sylhet,286.77,12.35,8.45,0,0,0.00,6.53,7.76,38.06,6.53,7.76,38.06
8,Sylhet Division,17.28,350.61,351.42,0,0,0.00,61.21,154.11,123.36,61.21,154.11,123.36
BANGLADESH,,6649.34,6147.47,5952.58,"1089.7
5",926.16,213.22,"11677.5
7","12437.0
2","12897.1
9","12767.3
2","13363.
18","13110.
41"
