Variety,2021-22,,2022-23,,"Percentage (%)
changes over
previous year"
,"Yield per acre
(Maunds)","Yield per
hector
(M. Ton)","Yield per acre
(Maunds)","Yield per
hector
(M. Ton)",
Broadcast,11.86,1.094,11.90,1.097,(+) 0.274%
Local Transplant (L.T.),16.62,1.533,17.86,1.647,(+) 7.436%
High Yielding Variety (HYV),31.01,2.859,31.63,2.916,(+) 1.994%
Total (Broadcast+ L.T.+ HYV),28.36,2.615,29.22,2.695,(+) 3.059%
