District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23
1,Barguna,20.68,61.78,63.18,0,0.00,0.00,22.5,22.90,25.90,22.50,22.90,25.90
2,Barishal,30.95,30.47,41.00,0,0.00,0.00,54,32.00,54.00,54,32.00,54.00
3,Bhola,1.91,2.01,2.00,0,0.00,0.00,7.72,7.64,6.48,7.72,7.64,6.48
4,Jhallokati,14.85,16.00,17.00,0,0.00,0.00,14,10.00,11.00,14,10.00,11.00
5,Patuakhali,34.31,28.00,29.00,0,0.00,0.00,26.51,28.00,29.00,26.51,28.00,29.00
6,Pirojpur,1.67,0.65,0.63,0,0.00,0.00,2.2,2.55,2.44,2.20,2.55,2.44
1,Barishal Division,104.37,138.91,152.81,0,0.00,0.00,126.93,103.09,128.82,126.93,103.09,128.82
7,Bandarban,26.1,26.20,26.20,0,0.00,0.00,1.27,2.95,1.32,1.27,2.95,1.32
8,Brahmanbaria,44.89,46.64,50.62,0,0.00,0.00,103.95,105.52,109.36,103.95,105.52,109.36
9,Chandpur,5.76,5.82,5.91,0,0.00,0.00,11.63,11.04,11.19,11.63,11.04,11.19
10,Chattogram,43.7,48.60,18.72,0,0.00,0.00,82.22,80.24,78.02,82.22,80.24,78.02
11,Cumilla,42,42.37,54.00,29.75,29.42,29.69,12.25,12.11,12.31,42,41.53,42.00
12,Cox’s Bazar,8.31,8.19,10.17,0,0.00,0.00,4.78,4.31,5.15,4.78,4.31,5.15
13,Feni,0.89,0.94,0.92,0,0.00,0.00,2.53,2.55,2.56,2.53,2.55,2.56
14,Khagrachari,1.25,1.21,1.17,0,0.00,0.00,1.41,1.46,1.38,1.41,1.46,1.38
15,Lakshmipur,8.3,4.91,4.88,0,0.00,0.00,8,8.84,9.02,8,8.84,9.02
16,Noakhali,0.67,0.21,0.30,0,0.00,0.00,2.49,1.55,0.42,2.49,1.55,0.42
17,Rangamati,24.3,24.62,24.82,0.36,0.84,0.36,27.05,27.37,27.20,27.41,28.21,27.56
2,"Chattogram
Division",206.17,209.71,197.71,30.11,30.26,30.05,257.58,257.94,257.93,287.69,288.20,287.98
18,Dhaka,13.35,15.67,18.02,0,50.56,0.00,45.75,0.02,49.57,45.75,50.58,49.57
19,Faridpur,139,156.00,156.00,14.77,11.64,11.17,355.57,328.86,305.94,370.34,340.50,317.11
20,Gazipur,9,10.00,10.00,0,0.00,0.00,19,19.00,18.00,19,19.00,18.00
21,Gopalganj,12,13.42,13.67,0,0.00,0.00,101.64,75.82,46.72,101.64,75.82,46.72
22,Kishoreganj,6.65,2.48,2.34,0,0.00,0.00,8.93,5.73,4.86,8.93,5.73,4.86
23,Madaripur,4.9,5.14,5.14,0,0.00,0.00,57.24,32.01,31.83,57.24,32.01,31.83
24,Manikganj,126.14,48.63,48.86,0,0.00,0.00,66.33,47.92,49.99,66.33,47.92,49.99
25,Munshiganj,5.84,5.90,6.10,0,0.00,0.00,11.45,12.35,13.58,11.45,12.35,13.58
26,Narayanganj,4.81,4.76,4.68,0,0.00,0.00,30.16,28.03,28.07,30.16,28.03,28.07
27,Narsingdi,14.45,15.15,15.28,0.12,0.13,0.13,72.58,73.10,74.82,72.70,73.23,74.95
28,Rajbari,5.64,5.48,3.18,0,0.00,0.00,13.94,12.70,11.95,13.94,12.70,11.95
29,Shariatpur,11.85,11.97,11.95,0,0.00,0.00,66.3,24.14,25.88,66.30,24.14,25.88
30,Tangail,3.76,3.98,1.44,0,0.00,0.00,20.08,20.35,6.00,20.08,20.35,6.00
3,Dhaka Division,357.39,298.58,296.66,14.89,62.33,11.30,868.97,680.03,667.21,883.86,742.36,678.51
31,Bagerhat,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
32,Chuadanga,5.54,5.23,39.89,1.76,5.84,101.69,7.24,6.16,7.31,9,12.00,109.00
33,Jashore,0,3.15,9.17,0,0.00,0.00,0,16.00,55.00,0,16.00,55.00
34,Jhenaidah,3.02,3.00,3.08,0,0.00,0.00,39.9,14.00,14.00,39.9,14.00,14.00
35,Khulna,6.94,7.73,7.38,0,0.00,0.00,78,81.00,80.00,78,81.00,80.00
36,Kushtia,6,4.00,5.00,0,0.00,0.00,12,11.00,11.00,12,11.00,11.00
37,Magura,24.71,19.51,19.43,0,0.00,0.00,345.03,123.00,122.00,345.03,123.00,122.00
38,Meherpur,0,6.16,10.46,0,2.14,2.79,0,5.24,7.21,0,7.38,10.00
39,Narail,42,41.52,40.46,0,0.00,0.00,14,14.00,12.00,14,14.00,12.00
40,Satkhira,54.52,17.22,24.22,0,0.00,0.00,328.39,113.69,117.22,328.39,113.69,117.22
4,Khulna Division,142.73,107.52,159.09,1.76,7.98,104.48,824.56,384.09,425.74,826.32,392.07,530.22
,,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23,2020-21,2021-22,2022-23
41,Jamalpur,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
42,Mymensingh,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
43,Netrokona,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
44,Sherpur,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
5,"Mymensingh
Division",0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
45,Bogura,3.18,1.00,0.70,0,0.00,0.00,23.01,2.00,2.13,23.01,2.00,2.13
46,Joypurhat,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
47,Naogaon,0,0.00,12.15,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
48,Natore,0,18.00,19.09,0,6.39,6.14,0,44.61,44.84,0,51.00,50.98
49,Chapai Nawabganj,1.11,1.00,0.92,0,0.00,0.00,4.01,4.00,3.54,4.01,4.00,3.54
50,Pabna,6.26,6.00,5.87,16.38,17.57,16.47,32.17,34.42,33.19,48.55,52.00,49.66
51,Rajshahi,8.96,21.00,24.70,0,0.00,0.00,18.09,18.00,30.16,18.09,18.00,30.16
52,Sirajganj,0.34,0.33,0.29,0,0.00,0.00,1.78,2.00,1.12,1.78,2.00,1.12
6,Rajshahi Division,19.85,47.33,63.72,16.38,23.96,22.61,79.06,105.04,114.98,95.44,129.00,137.59
53,Dinajpur,1,0.36,0.00,0,0.00,0.00,1.60,1.20,0.00,1.60,1.20,0.00
54,Gaibandha,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
55,Kurigram,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
56,Lalmonirhat,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
57,Nilphamari,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
58,Panchagar,6.66,6.40,6.17,0,0.00,0.00,2.62,2.59,2.53,2.62,2.59,2.53
59,Rangpur,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
60,Thakurgaon,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
7,Rangpur Divison,7.66,6.76,6.17,0,0.00,0.00,4.22,3.79,2.53,4.22,3.79,2.53
61,Habiganj,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
62,Moulvibazar,2.25,2.09,2.04,0,0.00,0.00,4.96,4.52,2.98,4.96,4.52,2.98
63,Sunamganj,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
64,Sylhet,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
8,Sylhet Division,2.25,2.09,2.04,0,0.00,0.00,4.96,4.52,2.98,4.96,4.52,2.98
BANGLADESH,,840.42,810.90,787.20,63.14,124.44,168.44,2166.28,1538.59,1600.19,2229.42,1663.03,1768.63
