District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
1,Barguna,107,134.38,134.10,0,0,0.00,35,39.36,35.36,35,39.36,35.36
2,Barishal,204,219,219.60,0,0,0.00,282,248,245.00,282,248,245.00
3,Bhola,65,43.08,44.35,0,0,0.00,44,61,97.95,44,61,97.95
4,Jhallokati,99,106,109.00,0,0,0.00,76,76,80.00,76,76,80.00
5,Patuakhali,76,40.73,40.46,0,0,0.00,52,39.67,52.44,52,39.67,52.44
6,Pirojpur,49,29.60,29.60,0,0,0.00,91,95.75,95.89,91,95.75,95.89
1,Barishal Division,600,572.79,577.11,0,0,0.00,580,559.78,606.64,580,559.78,606.64
7,Bandarban,91,294,291.50,28,29.89,28.16,135,140.11,136.40,163,170,164.56
8,Brahmanbaria,222,223.60,74.19,7,6.89,6.71,187,179.11,176.46,194,186,183.17
9,Chandpur,200,40.17,33.31,0,0,0.00,243,165.50,169.56,243,165.50,169.56
10,Chattogram,68,67,65.53,0,0,0.00,895,405.50,414.44,895,405.50,414.44
11,Cumilla,70,128.82,128.62,0,0,0.00,540,494.20,488.38,540,494.20,488.38
12,Cox’s Bazar,28,25,24.58,0,0,0.00,251,261.70,261.84,251,261.70,261.84
13,Feni,43,46,42.74,0,0,0.00,45,56.07,45.48,45,56.07,45.48
14,Khagrachari,159,160,176.88,39,37.90,35.78,428,441.3,439.33,467,479.20,475.11
15,Lakshmipur,420,48,47.96,0,0,0.00,219,187,270.95,219,187,270.95
16,Noakhali,24,37.06,21.63,0,0,0.00,111,124.90,131.95,111,124.90,131.95
17,Rangamati,460,465,461.50,10,10.60,10.05,519,528,525.95,529,538.60,536.00
2,Chattogram Division,1785,1535.03,1368.44,84,85.28,80.70,3573,2983.39,3060.74,3657,"3068.6
7","3141.4
4"
18,Dhaka,7,10,9.02,0,0,0.00,67,99,99.23,67,99,99.23
19,Faridpur,41,41,42.00,0,0,0.00,60,64.37,65.68,60,64.37,65.68
20,Gazipur,84,87,91.00,100,9.18,8.64,229,334.56,335.06,329,343.74,343.70
21,Gopalganj,9,14,13.74,0,0,0.00,37,51.40,45.68,37,51.40,45.68
22,Kishoreganj,129,129.97,105.16,0,0,16.41,50,513.04,508.72,50,513.04,525.13
23,Madaripur,31,3.32,4.04,0,0,0.00,14,17.67,21.46,14,17.67,21.46
24,Manikganj,52,28,29.62,0,0,0.00,108,110,107.30,108,110,107.30
25,Munshiganj,22,4.67,4.70,0,0,0.00,17,23.83,26.45,17,23.83,26.45
26,Narayanganj,58,19.25,15.51,0,0,0.00,116,103.40,99.69,116,103.40,99.69
27,Narsingdi,56,99.50,118.39,210,186.55,106.76,662,801.15,671.98,872,987.70,778.74
28,Rajbari,31,4.02,5.17,0,0,0.00,35,35.44,36.75,35,35.44,36.75
29,Shariatpur,65,10.06,10.95,0,0,0.00,21,70.99,90.20,21,70.99,90.20
