Note:,1.,"Catch of River, Beel and Baor is estimated by catch assessment survey on the basis of Frame Survey and
water area from SPARRSO (Space Research and Remote Sensing Organization) Report, 1983."
,2.,"Catch data of Sundarbans are supplied by Bangladesh Forest Department and water area of Sundarbans is
estimated on the basis of Integrated Resource Development of Sundarbans Reserved Forest, 1994."
