District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
1,Barguna,6667,8120,8321.01,0,319,274.42,712,8750,7500.58,9700,9069,7775.00
2,Barishal,6426,6623,6103.00,0,149,1148.10,3037,13360,"11617.8
6",15600,13509,"12765.9
6"
3,Bhola,5165,1346,1348.47,1543,314,316.04,2387,13829,"13883.9
6",13738,14143,"14200.0
0"
4,Jhallokati,3307,2444,2480.00,0,0,0.00,3487,8000,8189.00,8653,8000,8189.00
5,Patuakhali,4753,1779,1765.90,0,0,0.00,2841,14049,"16766.3
8",13208,14049,"16766.3
8"
6,Pirojpur,3401,3250,3093.10,3405,2270,2049.89,25634,13268,"24893.3
0",27734,15538,"26943.1
9"
1,Barishal Division,29719,23562,23111.48,4948,3052,3788.45,38081,71256,82851.08,88633,74308,86639.53
7,Bandarban,131,134,133.90,464,290,290.84,528,529,533.23,808,819,824.07
8,Brahmanbaria,418,400,427.51,0,0,0.00,3934,6689,3843.43,3934,6689,3843.43
9,Chandpur,753,394,293.08,0,0,0.00,6689,3934,6571.44,6689,3934,6571.44
10,Chattogram,5820,5826,5345.80,1021,1062,1064.43,7623,7624,7009.65,8685,8686,8074.08
11,Cumilla,1227,1228,1240.00,2475,443,462.78,5461,5454,5557.22,5896,5897,6020.00
12,Cox’s Bazar,1597,426,450.86,5153,2578,4220.24,3461,3998,7023.00,6576,6576,"11243.2
4"
13,Feni,915,915,915.63,102,0,0.00,1986,1986,1987.41,1986,1986,1987.41
14,Khagrachari,671,656,664.76,33,51,50.99,1517,1500,1633.93,1570,1551,1684.92
15,Lakshmipur,2213,107,627.40,0,0,1285.15,10586,10592,"12828.2
5",10586,10592,"14113.4
0"
16,Noakhali,1965,1694,1616.88,0,0,0.00,22302,25155,"25476.1
7",22302,25155,"25476.1
7"
17,Rangamati,1853,1858,1855.50,2144,1911,2185.09,1440,1251,1358.44,3627,3162,3543.53
2,"Chattogram
Division",17563,13638,13571.32,11392,6335,9559.52,65527,68712,73822.17,72659,75047,83381.69
18,Dhaka,147,145,1.84,0,0,0.00,3178,3251,1172.78,3178,3251,1172.78
19,Faridpur,594,544,549.00,221,297,265.08,4972,4952,4451.76,5262,5249,4716.84
20,Gazipur,518,393,398.00,99,388,387.99,1103,1142,1171.01,1479,1530,1559.00
21,Gopalganj,332,333,348.65,123,20,20.83,1725,3459,2275.56,1741,3479,2296.39
22,Kishoreganj,364,313,297.38,272,361,347.47,1779,7186,7269.33,7591,7547,7616.80
23,Madaripur,740,940,925.57,0,0,0.00,12913,11783,"10803.1
1",12913,11783,"10803.1
1"
24,Manikganj,1088,1533,1334.84,78,390,388.17,13136,13522,"13386.2
3",13346,13912,"13774.4
0"
25,Munshiganj,67,67,70.82,0,0,0.00,971,954,992.62,971,954,992.62
26,Narayanganj,43,43,42.90,0,0,0.00,2093,2090,1670.68,2093,2090,1670.68
27,Narsingdi,80,84,83.41,0,0,0.00,1501,1506,1484.70,1501,1506,1484.70
28,Rajbari,1183,350,340.15,5187,637,117.84,3324,9019,9308.16,9715,9656,9426.00
29,Shariatpur,367,313,1105.20,0,0,0.00,4739,11945,"11116.0
0",8572,11945,"11116.0
0"
30,Tangail,273,272,321.07,103,81,82.59,4739,4741,5000.71,4820,4822,5083.30
3,Dhaka Division,5796,5330,5818.83,6083,2174,1609.97,60006,75550,"70102.6
5",73182,77724,"71712.6
2"
31,Bagerhat,3884,1007,1014.70,0,2760,2654.60,29135,26303,"25117.3
9",29135,29063,"27771.9
9"
32,Chuadanga,3267,179,173.84,592,1556,1585.94,2279,2286,2305.06,3846,3842,3891.00
33,Jashore,1114,1164,1123.70,3985,4587,4506.99,6470,8473,8390.00,9963,13060,"12896.9
9"
34,Jhenaidah,1123,378,424.89,360,1850,1793.17,863,10341,9485.83,12180,12191,"11279.0
0"
35,Khulna,2283,1518,1518.40,993,2495,2518.99,8236,8146,8122.00,10897,10641,"10640.9
9"
36,Kushtia,1859,1286,889.00,708,460,468.42,15850,16307,"16299.5
8",17650,16767,"16768.0
0"
