District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
1,Barguna,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2,Barishal,0,190,196.28,0,45,50.28,0,35,37.72,0,80,0.00
3,Bhola,0,0,34.57,0,0,29.62,0,0,50.07,0,0,0.00
4,Jhallokati,60,55,57.00,98,80,83.86,116,105,159.14,214,185,0.97
5,Patuakhali,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.97
6,Pirojpur,78,87,85.19,160,170,177.96,31,38,33.57,191,208,211.53
1,Barishal Division,138,332,373.04,258,295,341.72,147,178,280.50,405,473,622.22
7,Bandarban,560,1022,"1052.0
0",330,330,334.99,980,1,2.55,1310,331,337.54
8,Brahmanbaria,49,127,73.99,68,258,264.33,0,0,0.00,68,258,264.33
9,Chandpur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
10,Chattogram,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
11,Cumilla,0,0,17.45,0,0,5.90,0,0,11.35,0,0,17.25
12,Cox’s Bazar,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
13,Feni,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
14,Khagrachari,51,5561,316.75,5,176,282.19,52,90,54.40,57,266,336.59
15,Lakshmipur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
16,Noakhali,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
17,Rangamati,29,90,166.51,461,203,"1062.0
8",120,205,307.12,581,408,"1369.2
0"
2,"Chattogram
Division",689,6800,"1626.7
0",864,967,"1949.4
9",1152,296,375.42,2016,1263,"2324.9
1"
18,Dhaka,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
19,Faridpur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
20,Gazipur,6,72,92.00,0,89,51.06,58,12,22.48,58,101,73.54
21,Gopalganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
22,Kishoreganj,0,4,6.49,0,14,12.90,0,10,5.30,0,24,18.20
23,Madaripur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
24,Manikganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
25,Munshiganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
26,Narayanganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
27,Narsingdi,0,55,53.28,0,0,57.76,0,52,0.00,0,52,57.76
28,Rajbari,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
29,Shariatpur,20,7,6.10,0,0,3.60,84,82,49.14,84,82,52.74
30,Tangail,0,225,245.70,0,375,333.33,0,81,81.95,0,456,415.28
3,Dhaka Division,26,363,403.57,0,478,458.65,142,237,158.87,142,715,617.52
31,Bagerhat,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
32,Chuadanga,15,17,186.12,56,83,226.27,2,3,6.15,58,86,232.42
33,Jashore,81,81,105.10,210,302,269.11,20,0,18.56,230,302,287.67
34,Jhenaidah,60,60,97.50,110,43,162.18,30,31,13.60,140,74,175.78
35,Khulna,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
36,Kushtia,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
37,Magura,0,4772,6.75,0,205,7.57,0,1338,1.30,0,1543,8.87
38,Meherpur,11,24,26.76,26,42,158.16,1,3,17.98,27,45,176.14
39,Narail,0,4,7.10,0,5,1.74,0,0,4.30,0,5,6.04
40,Satkhira,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
4,Khulna Division,167,4958,429.33,402,680,825.03,53,1375,61.89,455,2055,886.92
41,Jamalpur,0,0,47.00,0,0,10.65,0,0,0.35,0,0,11.00
42,Mymensingh,0,0,384.00,0,0,"2049.5
0",0,0,46.42,0,0,"2095.9
2"
43,Netrokona,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
44,Sherpur,24,25,49.12,72,136,"1951.1
3",1,0,10.14,73,136,"1961.2
7"
5,"Mymensingh
Division",24,25,480.12,72,136,4011.28,1,0,56.91,73,136,4068.19
45,Bogura,0,1,42.00,0,1,106.62,0,0,3.11,0,1,109.73
46,Joypurhat,0,0,23.00,0,0,39.76,0,0,3.77,0,0,43.53
47,Naogaon,0,34,110.00,0,222,162.18,0,1,0.99,0,223,163.17
48,Natore,0,30,99.00,0,98,160.70,0,9,19.84,0,107,180.54
49,Chapai Nawabganj,18,46,64.00,5,26,118.67,0,3,19.50,5,29,138.17
50,Pabna,0,5,7.00,0,9.71,21.46,0,0,5.52,0,9.71,26.98
51,Rajshahi,120,322,303.00,139,494,363.24,81,183,13.13,220,677,376.37
52,Sirajganj,0,2,16.00,0,0,0.00,0,12,4.10,0,12,4.10
6,Rajshahi Division,138,440,664.00,144,850.71,972.63,81,208,69.96,225,1058.71,1042.59
53,Dinajpur,105,107,121.00,3,280,130.57,64,3,6.54,67,283,137.11
54,Gaibandha,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
55,Kurigram,1,2,1.12,1,0.21,0.54,1,1.79,4.17,2,2,4.71
56,Lalmonirhat,0,96,108.89,0,57,83.08,0,1,3.50,0,58,86.58
57,Nilphamari,6,24,24.52,2,34,41.42,0,2,3.04,2,36,44.46
58,Panchagar,15,30,40.41,1,11,55.52,26,70,40.00,27,81,95.52
59,Rangpur,0,38,41.83,0,125,81.50,0,0,4.09,0,125,85.59
60,Thakurgaon,15,40,131.39,42,178,151.80,7,17,84.00,49,195,235.80
7,Rangpur Divison,142,337,469.16,49,685.21,544.43,98,94.79,145.34,147,780,689.77
61,Habiganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
62,Moulvibazar,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
63,Sunamganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
64,Sylhet,0,1,10.89,0,21,16.05,0,0,0.97,0,21,17.02
8,Sylhet Division,0,1,10.89,0,21,16.05,0,0,0.97,0,21,17.02
BANGLADESH,,1324,13256,4456.81,0,4112.92,9119.28,1674,2388.79,1149.86,3463,6501.71,10269.14
