District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
52,Sirajganj,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00
6,Rajshahi Division,1,0.03,0.04,0,0,0.00,3,0.04,0.05,3,0.04,0.05
53,Dinajpur,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00
54,Gaibandha,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00
55,Kurigram,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00
56,Lalmonirhat,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00
57,Nilphamari,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00
58,Panchagar,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00
59,Rangpur,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00
60,Thakurgaon,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00
7,Rangpur Divison,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00
61,Habiganj,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00
62,Moulvibazar,1,11.84,11.90,0,0,0.00,9,9.32,6.57,9,9.32,6.57
63,Sunamganj,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00
64,Sylhet,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00
8,Sylhet Division,1,11.84,11.90,0,0,0.00,9,9.32,6.57,9,9.32,6.57
BANGLADESH,,27,27,60.19,7,6.92,6.96,164,159.73,148.16,171,166.65,155.12
