District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
1,Barguna,11,20.68,61.78,0,0,0.00,6,22.5,22.90,6,22.50,22.90
2,Barishal,30,30.95,30.47,0,0,0.00,60,54,32.00,60,54,32.00
3,Bhola,7,1.91,2.01,0,0,0.00,8,7.72,7.64,8,7.72,7.64
4,Jhallokati,15,14.85,16.00,0,0,0.00,15,14,10.00,15,14,10.00
5,Patuakhali,30,34.31,28.00,0,0,0.00,26,26.51,28.00,26,26.51,28.00
6,Pirojpur,1,1.67,0.65,0,0,0.00,2,2.2,2.55,2,2.20,2.55
1,Barishal Division,94,104.37,138.91,0,0,0.00,117,126.93,103.09,117,126.93,103.09
7,Bandarban,37,26.1,26.20,0,0,0.00,1,1.27,2.95,1,1.27,2.95
8,Brahmanbaria,37,44.89,46.64,0,0,0.00,105,103.95,105.52,105,103.95,105.52
9,Chandpur,14,5.76,5.82,0,0,0.00,0,11.63,11.04,0,11.63,11.04
10,Chattogram,12,43.7,48.60,0,0,0.00,84,82.22,80.24,84,82.22,80.24
11,Cumilla,47,42,42.37,28,29.75,29.42,11,12.25,12.11,39,42,41.53
12,Cox’s Bazar,8,8.31,8.19,0,0,0.00,4,4.78,4.31,4,4.78,4.31
13,Feni,1,0.89,0.94,0,0,0.00,2,2.53,2.55,2,2.53,2.55
14,Khagrachari,2,1.25,1.21,0,0,0.00,1,1.41,1.46,1,1.41,1.46
15,Lakshmipur,8,8.3,4.91,0,0,0.00,6,8,8.84,6,8,8.84
16,Noakhali,0,0.67,0.21,0,0,0.00,0,2.49,1.55,0,2.49,1.55
17,Rangamati,24,24.3,24.62,0,0.36,0.84,27,27.05,27.37,27,27.41,28.21
2,"Chattogram
Division",190,206.17,209.71,28,30.11,30.26,241,257.58,257.94,269,287.69,288.20
18,Dhaka,14,13.35,15.67,0,0,50.56,48,45.75,0.02,48,45.75,50.58
19,Faridpur,99,139,156.00,22,14.77,11.64,357,355.57,328.86,379,370.34,340.50
20,Gazipur,24,9,10.00,0,0,0.00,18,19,19.00,18,19,19.00
21,Gopalganj,13,12,13.42,0,0,0.00,123,101.64,75.82,123,101.64,75.82
22,Kishoreganj,4,6.65,2.48,0,0,0.00,8,8.93,5.73,8,8.93,5.73
23,Madaripur,6,4.9,5.14,0,0,0.00,63,57.24,32.01,63,57.24,32.01
24,Manikganj,38,126.14,48.63,0,0,0.00,65,66.33,47.92,65,66.33,47.92
25,Munshiganj,6,5.84,5.90,0,0,0.00,12,11.45,12.35,12,11.45,12.35
26,Narayanganj,5,4.81,4.76,0,0,0.00,31,30.16,28.03,31,30.16,28.03
27,Narsingdi,37,14.45,15.15,0,0.12,0.13,86,72.58,73.10,86,72.70,73.23
28,Rajbari,5,5.64,5.48,0,0,0.00,13,13.94,12.70,13,13.94,12.70
29,Shariatpur,3,11.85,11.97,17,0,0.00,,66.3,24.14,63,66.30,24.14
30,Tangail,4,3.76,3.98,0,0,0.00,46,20.08,20.35,16,20.08,20.35
3,Dhaka Division,258,357.39,298.58,39,14.89,62.33,16,868.97,680.03,925,883.86,742.36
31,Bagerhat,0,0,0.00,0,0,0.00,886,0,0.00,0,0,0.00
32,Chuadanga,5,5.54,5.23,0,1.76,5.84,0,7.24,6.16,9,9,12.00
33,Jashore,0,0,3.15,0,0,0.00,9,0,16.00,0,0,16.00
34,Jhenaidah,3,3.02,3.00,0,0,0.00,0,39.9,14.00,54,39.9,14.00
35,Khulna,7,6.94,7.73,0,0,0.00,54,78,81.00,17,78,81.00
36,Kushtia,6,6,4.00,0,0,0.00,12,12,11.00,12,12,11.00
37,Magura,46,24.71,19.51,0,0,0.00,368,345.03,123.00,368,345.03,123.00
38,Meherpur,0,0,6.16,0,0,2.14,0,0,5.24,0,0,7.38
39,Narail,42,42,41.52,2,0,0.00,12,14,14.00,14,14,14.00
40,Satkhira,40,54.52,17.22,0,0,0.00,384,328.39,113.69,384,328.39,113.69
4,Khulna Division,149,142.73,107.52,3,1.76,7.98,855,824.56,384.09,858,826.32,392.07
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
41,Jamalpur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
42,Mymensingh,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
43,Netrokona,0,0,0.00,0,0,0.00,00,0,0.00,0,0,0.00
44,Sherpur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5,"Mymensingh
Division",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
45,Bogura,3,3.18,1.00,0,0,0.00,23,23.01,2.00,23,23.01,2.00
46,Joypurhat,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
47,Naogaon,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
