District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
48,Natore,0,0,18.00,0,0,6.39,0,0,44.61,0,0,51.00
49,Chapai Nawabganj,1,1.11,1.00,29,0,0.00,4,4.01,4.00,4,4.01,4.00
50,Pabna,6,6.26,6.00,0,16.38,17.57,16,32.17,34.42,45,48.55,52.00
51,Rajshahi,7,8.96,21.00,0,0,0.00,17,18.09,18.00,17,18.09,18.00
52,Sirajganj,3,0.34,0.33,29,0,0.00,3,1.78,2.00,3,1.78,2.00
6,Rajshahi Division,20,19.85,47.33,0,16.38,23.96,63,79.06,105.04,92,95.44,129.00
53,Dinajpur,2,1,0.36,0,0,0.00,2,1.60,1.20,2,1.60,1.20
54,Gaibandha,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
55,Kurigram,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
56,Lalmonirhat,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
57,Nilphamari,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
58,Panchagar,7,6.66,6.40,0,0,0.00,3,2.62,2.59,3,2.62,2.59
59,Rangpur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
60,Thakurgaon,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
7,Rangpur Divison,9,7.66,6.76,0,0,0.00,5,4.22,3.79,5,4.22,3.79
61,Habiganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
62,Moulvibazar,0,2.25,2.09,0,0,0.00,0,4.96,4.52,0,4.96,4.52
63,Sunamganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
64,Sylhet,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
8,Sylhet Division,0,2.25,2.09,0,0,0.00,0,4.96,4.52,0,4.96,4.52
BANGLADESH,,720,840.42,810.90,99,63.14,124.44,2167,2166.28,1538.59,2266,2229.42,1663.03
