Variety,2020-21,,2021-22,,"Percentage (%)
changes over
previous year"
,"Area
(Acre)","Area
(Hector)","Area
(Acre)","Area
(Hector)",
Local,"1,71,340","69,338","1,66,864","67,529",(-)2.608
High Yielding Variety,"9,86,815","3,99,342","9,79,708","3,96,482",(-)0.716
Total (Local+HYV),"11,58,155","4,68,680","11,46,572","4,64,011",(-)0.996
