"Agriculture
Products",2019-20,,2020-21,,2021-22,
,"Quantity
(M.Ton)","Value in
‘000’Tk","Quantity
(M.Ton)","Value in
‘000’Tk","Quantity
(M.Ton)","Value in
‘000’Tk"
Tea,1034,239735,1602,307349,635,184813
Fish,12189,3418756,14250,4375898,11195,3581294
Raw Cotton,47269,2030757,63353,2667136,61079,2588139
Spices,160,47049,463,128621,689,238481
