District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
1,Barguna,72,119,119.72,0,0,0.00,39,35,35.00,39,35,35.00
2,Barishal,108,106,120.52,0,0,0.00,145,154,231.00,145,154,231.00
3,Bhola,7,1,1.07,0,0,0.00,4,4,4.28,4,4,4.28
4,Jhallokati,33,35,37.07,0,0,0.00,30,31,32.00,30,31,32.00
5,Patuakhali,21,11,22.00,0,0,0.00,14,13,16.00,14,13,16.00
6,Pirojpur,64,64,64.24,17,16,16.74,363,354,356.26,380,370,373.00
1,Barishal Division,305,336,364.62,17,16,16.74,595,591,674.54,612,607,691.28
7,Bandarban,39,40,40.30,5,5,5.17,2,3,2.54,7,8,7.71
8,Brahmanbaria,11,13,13.19,0,0,0.00,37,39.49,36.29,37,39.49,36.29
9,Chandpur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
10,Chattogram,86,45,45.53,0,0,0.00,51,59,60.22,51,59,60.22
11,Cumilla,13,13,12.78,0,0,0.00,7,7.22,7.03,7,7.22,7.03
12,Cox’s Bazar,9,5,6.84,0,0,0.00,10,8.51,6.69,10,8.51,6.69
13,Feni,2,2,2.49,0,0,0.00,2,2.35,2.38,2,2.35,2.38
14,Khagrachari,95,99,102.71,0,0,0.00,5,82,84.54,5,82,84.54
15,Lakshmipur,14,14,7.32,0,0,0.00,8,13,11.88,8,13,11.88
16,Noakhali,0,1,0.11,0,0,0.00,4,3,0.64,4,3,0.64
17,Rangamati,37,37,37.02,1,1,1.13,24,19,24.66,25,20,25.79
2,"Chattogram
Division",307,269,268.29,6,6,6.30,150,237,236.87,156,243,243.17
18,Dhaka,71,16,15.56,0,0,0.00,28,71,70.98,28,71,70.98
19,Faridpur,132,141,31.10,17,0,33.53,270,979,268.21,287,979,301.74
20,Gazipur,40,7,7.00,0,0,0.00,28,41,38.00,28,41,38.00
21,Gopalganj,15,15,17.78,0,0,0.00,50,53,55.66,50,53,55.66
22,Kishoreganj,3,4,2.36,0,0,0.00,2,2.37,6.23,2,2.37,6.23
23,Madaripur,74,44,47.47,0,0,0.00,382,361.24,340.50,382,361.24,340.50
24,Manikganj,9,10,10.25,0,0,0.00,10,9.15,8.80,10,9.15,8.80
25,Munshiganj,8,4,4.83,0,0,0.00,8,8,14.00,8,8,14.00
26,Narayanganj,30,4,4.01,0,0,0.00,30,28,25.85,30,28,25.85
27,Narsingdi,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
28,Rajbari,47,11,11.47,0,0,0.00,47,48.40,40.00,27,48.40,40.00
29,Shariatpur,52,33,29.03,0,0,0.00,112,203.40,109.70,112,203.40,109.70
30,Tangail,1,0,1.04,0,0,0.00,2,2.32,2.56,2,2.32,2.56
3,Dhaka Division,482,289,181.90,17,0,33.53,969,1806.88,980.49,986,1806.88,1014.02
31,Bagerhat,53,58,68.22,0,96,96.07,1056,1236,1256.18,1056,1332,1352.25
32,Chuadanga,10,10,9.89,0,0,0.00,13,13,12.77,13,13,12.77
33,Jashore,163,165,151.51,0,0,0.00,1436,1386,1258.06,1436,1386,1258.06
34,Jhenaidah,8,6,9.00,0,0,0.00,59,29,62.54,59,29,62.54
35,Khulna,94,90,93.00,0,0,18.47,25,510,489.24,25,510,507.71
36,Kushtia,8,8,5.00,0,0,0.00,64,64,65.00,64,64,65.00
37,Magura,42,29,48.56,124,0,0.00,555,198,222.97,679,198,222.97
38,Meherpur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
39,Narail,239,240,243.64,320,0,0.00,320,487,467.53,640,487,467.53
40,Satkhira,84,392,111.00,0,0,0.00,354,664,333.01,354,664,333.01
4,Khulna Division,701,998,739.82,444,96,114.54,3882,4587,4167.30,4326,4683,4281.84
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
41,Jamalpur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
42,Mymensingh,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
43,Netrokona,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
44,Sherpur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5,"Mymensingh
Division",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
45,Bogura,4,4,14.00,0,0,0.00,52,53,69.00,52,53,69.00
46,Joypurhat,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
47,Naogaon,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
48,Natore,7,5,5.00,0,0,0.00,96,45,40.00,96,45,40.00
49,Chapai Nawabganj,16,17,18.00,0,0,0.00,19,22,24.00,19,22,24.00
50,Pabna,2,2,2.00,0,0,0.00,14,15,17.00,14,15,17.00
51,Rajshahi,14,16,17.00,0,0,0.00,16,19,20.00,16,19,20.00
52,Sirajganj,1,1,1.00,0,0,0.00,10,5,6.00,10,5,6.00
6,Rajshahi Division,44,45,57.00,0,0,0.00,207,159,176.00,207,159,176.00
53,Dinajpur,1,2,1.09,0,1,0.16,2,2,1.94,2,3,2.10
54,Gaibandha,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
55,Kurigram,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
56,Lalmonirhat,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
57,Nilphamari,2,2,2.65,0,0,0.00,2,2,9.88,2,2,9.88
58,Panchagar,11,14,13.30,0,0,0.00,14,20,19.38,14,20,19.38
59,Rangpur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
60,Thakurgaon,6,3,5.85,0,0,0.00,25,29,28.11,25,29,28.11
7,Rangpur Divison,20,21,22.89,0,1,0.16,43,53,59.31,43,54,59.47
61,Habiganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
62,Moulvibazar,0,11,1.00,0,0,0.00,0,5,2.56,0,5,2.56
63,Sunamganj,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
64,Sylhet,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
8,Sylhet Division,0,11,1.00,0,0,0.00,0,5,2.56,0,5,2.56
BANGLADESH,,1859,1683,1635.52,484,119,171.27,5846,7438.45,6297.07,6330,6573.45,6468.34
