Variety,2020-21,,2021-22,,"Percentage changes
over previous year"
,"Yield per acre
(Maunds)","Yield per
hector
(M. Ton)","Yield per acre
(Maunds)","Yield per
hector
(M. Ton)",
Local,19.40,1.789,19.92,1.837,(+) 2.68
HYV,43.80,4.040,43.99,4.057,(+) 0.42
Hybrid,50.52,4.660,50.74,4.680,(+)0.43
"Total (Local+
HYV+ Hybrid)",45.04,4.154,45.46,4.193,(+) 0.94
