Crop,2020-21,,2021-22,,"Percentage changes over
previous year"
,"Yield per
acre
(Maund)","Yield per hector
(M. ton)","Yield per
acre
(Maund)","Yield per hector
(M. ton)",
Total Wheat,35.77,3.300,37.40,3.449,(+) 4.51
