Variety,2020-21,,2021-22,,"Percentage (%)
changes over
previous year"
,"Yield per acre
(Maunds)","Yield per
hector
(M. Ton)","Yield per acre
(Maunds)","Yield per
hector
(M. Ton)",
Broadcast,12.94,1.162,11.86,1.094,(-) 5.85
Local Transplant (L.T.),16.74,1.524,16.62,1.533,(+)0.59
High Yielding Variety (HYV),30.61,2.823,31.01,2.859,(+)1.28
Total (Broadcast+ L.T.+ HYV),27.91,2.566,28.36,2.615,(+) 1.91
