District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
1,Barguna,60,65.66,66.36,0,0,0.00,12,20.75,20.75,12,20.75,20.75
2,Barishal,352,237.11,237.83,0,0,0.00,235,277,275.00,235,277,275.00
3,Bhola,115,21.07,21.17,0,0,0.00,53,61.93,69.10,53,61.93,69.10
4,Jhallokati,75,55,56.00,0,0,0.00,26,29,37.89,26,29,37.89
5,Patuakhali,29,11,11.13,0,0,0.00,5,6,7.91,5,6,7.91
6,Pirojpur,124,20.98,20.46,0,0,0.00,65,66.14,66.15,65,66.14,66.15
1,Barishal Division,756,410.82,412.95,0,0,0.00,396,460.82,476.80,396,460.82,476.80
7,Bandarban,156,180,183.00,6,6,6.05,87,91,90.95,93,97,97.00
8,Brahmanbaria,10,3,2.70,0,0,0.00,5,6,6.53,5,6,6.53
9,Chandpur,7,1.31,1.65,4,0,0.00,2,26.52,25.73,6,26.52,25.73
10,Chattogram,120,37,38.48,45,0,0.00,27,226,210.82,72,226,210.82
11,Cumilla,42,23,22.35,0,0,0.00,31,34,33.43,31,34,33.43
12,Cox’s Bazar,143,107,52.61,4,0,0.00,284,313,129.59,288,313,129.59
13,Feni,28,129,129.25,0,0,0.00,6,6,5.80,6,6,5.80
14,Khagrachari,255,191.76,192.24,0,0,0.00,176,186,205.74,176,186,205.74
15,Lakshmipur,54,15,13.00,5,0,0.00,333,38.14,34.58,338,38.14,34.58
16,Noakhali,372,6.13,7.28,0,0,0.00,128,26.40,30.02,128,26.4,30.02
17,Rangamati,470,189,188.46,140,100,100.13,273,322,321.56,413,422,421.69
2,"Chattogram
Division",1657,882,831.02,204,106.00,106.18,1352,1275.06,1094.75,1556,1381.06,1200.93
18,Dhaka,24,4.72,4.92,0,0,0.00,28,30.03,26.93,28,30.03,26.93
19,Faridpur,46,15,14.00,0,0,0.00,15,53.15,48.94,15,53.15,48.94
20,Gazipur,106,62,78.00,0,0,0.00,91,98.99,107.50,91,98.99,107.50
21,Gopalganj,67,9.88,10.40,0,0,0.00,6,10.95,17.19,6,10.95,17.19
22,Kishoreganj,13,8.03,7.68,0,0,0.00,18,25.39,21.04,18,25.39,21.04
23,Madaripur,33,7.89,8.09,0,0,0.00,44,55.48,45.28,44,55.48,45.28
24,Manikganj,3,0.92,0.94,0,0,0.00,1,0.73,0.76,1,0.73,0.76
25,Munshiganj,6,1.26,1.51,0,0,0.00,4,4.36,4.92,4,4.36,4.92
26,Narayanganj,29,3.17,2.65,7,7.24,6.95,24,24.56,16.09,31,31.8,23.04
27,Narsingdi,22,3.21,3.21,0,0,0.00,65,25.42,22.44,65,25.42,22.44
28,Rajbari,26,1.76,1.70,0,0,0.00,39,40,37.90,39,40,37.90
29,Shariatpur,62,18.34,20.04,0,0,0.00,18,66,48.05,18,66,48.05
30,Tangail,28,4.59,5.55,0,0,0.00,16,16.75,23.92,16,16.75,23.92
3,Dhaka Division,464,140.77,158.69,7,7.24,6.95,369,451.81,420.96,376,459.05,427.91
