Variety,2020-2021,,2020-2021,,"Percentage (%)
changes over
previous year"
,"Yield per acre
(Maund)","Yield per
hector
(M. Ton)","Yield per acre
(Maund)","Yield per
hector
(M. Ton)",
Local,14.056,1.296,14.17,1.307,(+) 0.85
HYV,28.47,2.626,29.39,2.711,(+) 03.20
Total (Local+ HYV),27.29,2.517,28.07,2.589,(+)2.86
