District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
1,Barguna,0,0,0.00,0,0,0.00,0,13,0.00,0,13,0.00
2,Barishal,13,14,0.00,0,0,0.00,12,0,0.00,12,0,0.00
3,Bhola,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
4,Jhallokati,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5,Patuakhali,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6,Pirojpur,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1,Barishal Division,13,14,0.00,0,0,0.00,12,13,0.00,12,13,0.00
7,Bandarban,30,434,44.00,0,0,0.00,25,26,26.00,25,26,26.00
8,Brahmanbaria,45,45,55.00,0,0,0.00,222,254,284.00,222,254,284.00
9,Chandpur,23,3,4.00,0,0,0.00,10,7,8.00,10,7,8.00
10,Chattogram,32,32,43.00,0,7,7.24,126,117,115.76,126,124,123.00
11,Cumilla,48,51,51.00,0,0,0.00,76,82,82.00,76,82,82.00
12,Cox’s Bazar,32,70,14.00,0,0,0.00,70,25,50.00,70,25,50.00
13,Feni,18,12,12.00,15,7,7.08,52,23,22.92,67,30,30.00
14,Khagrachari,18,18,19.00,0,0,0.00,94,93,93.00,94,93,93.00
15,Lakshmipur,8,8,17.00,0,0,0.00,18,21,22.00,18,21,22.00
16,Noakhali,7,26,27.00,0,0,0.00,98,68,76.00,98,68,76.00
17,Rangamati,882,784,765.00,0,0,0.00,637,670,636.00,637,670,636.00
2,"Chattogram
Division",1143,1483,1051.00,15,14,14.32,1428,1386,1415.68,1443,1400,"1430.0
0"
18,Dhaka,19,20,19.89,0,0,0.00,180,184,154.75,180,184,154.75
19,Faridpur,215,16,212.00,0,0,0.00,242,17,266.01,242,17,266.01
20,Gazipur,57,57,59.00,0,0,0.00,209,223,228.70,209,223,228.70
21,Gopalganj,51,48,61.67,0,0,0.00,230,205,193.96,230,205,193.96
22,Kishoreganj,200,76,81.03,0,0,0.00,174,189,206.90,174,189,206.90
23,Madaripur,0,0,0.85,0,0,0.00,0,0,3.02,0,0,3.02
24,Manikganj,41,49,47.51,0,0,0.00,75,76,83.41,75,76,83.41
25,Munshiganj,5,5,4.80,0,0,0.00,12,12,13.03,12,12,13.03
26,Narayanganj,9,9,8.62,0,0,0.00,65,66,67.12,65,66,67.12
27,Narsingdi,37,52,38.92,0,0,0.00,244,255,252.64,244,255,252.64
28,Rajbari,250,102,99.99,92,0,0.00,400,550,537.59,492,550,537.59
29,Shariatpur,13,23,24.49,0,0,0.00,136,144,130.10,136,144,130.10
30,Tangail,420,47,50.08,0,0,0.00,270,391,416.69,270,391,416.69
3,Dhaka Division,1317,504,708.85,92,0,0.00,2237,2312,2553.92,2329,2312,"2553.9
2"
31,Bagerhat,33,47,46.65,0,0,0.00,275,293,307.59,275,293,307.59
32,Chuadanga,6632,42,42.43,91,1,1.30,190,269,283.87,281,270,285.17
33,Jashore,172,178,181.35,0,0,0.00,859,856,862.00,859,856,862.00
